dataYear,14 years and younger,15 to 24 years,25 to 74 years,75 years and older,"Accessing or posting opinions on chat sites, blogs, newsgroups or discussions",Active mobile-broadband subscriptions,Active or pasive Infrastructure sharing,Active or passive mobile infrastructure sharing,Advanced retail mobile services,Advanced retail services,Advanced wholesale services,Allowed foreign ownership in Internet Service Providers (ISPs),Allowed foreign ownership in Value-added service providers,Allowed foreign ownership in facilities-based operators,Allowed foreign ownership in international service operators,Allowed foreign ownership in local service operators,Allowed foreign ownership in long-distance service operators,Allowed foreign ownership in spectrum-based operators,Alternative dispute resolution,"Amount of spectrum licensed for IMT systems, in MHz","Amount of spectrum offered for IMT systems, in MHz",Annual foreign investment in telecommunications,Annual investment in telecommunication services,Approach applied for costing fixed origination rates,Approach applied for costing fixed termination rates,Approach applied for costing mobile origination rates,Approach applied for costing mobile termination rates,Are operators taken any measures to reduce the risk of bill shock,Are the grounds for removal of the Head/Commissioners of the ICT Regulatory Authority set forth in the law?,Areas covered,At another persons home,At community Internet access facility,At home,At least 2G,At least 3G,At least 5G,At least LTE/WiMAX,At least once a day,At least once a week but not every day,At place of education,At work,Autonomy in decision-making,Average Download Throughput for Fixed Broadband,Average Download Throughput for Mobile Broadband,Average Upload Throughput for Mobile Broadband,Average upload Throughput for Fixed Broadband,BSS (Satellite TV),"Books, magazines or newspapers",Broadband services are part of universal service/access scheme,Broader regulatory incentives for telecom/ICT operators,By broadband,By fixed (wired) broadband,By fixed narrowband network,By mobile broadband network via a card or USB modem,By mobile broadband network via a handset,By mobile phone - via WiFi or other wireless networks,By mobile phone - via mobile cellular network,By other portable devices,By portable computer - via WiFi or other wireless networks,By portable computer - via mobile cellular network,By satellite broadband network,By tablet - via WiFi or other wireless networks,By tablet - via mobile cellular network,By terrestrial fixed (wireless) broadband network,Cable TV (CATV),Cable Television,Cable modem,Cash on delivery,"Changing privacy settings on your device, account or app",Charges revision,Charging principle adopted,Charging regime fixed services,Charging regime mobile services,"Clothing, footwear, sporting goods or accessories",Computer equipment or parts,Computer or video games,Computer software,Concept of dominance/SMP,Conditions for porting over mobile networks,Connecting and installing new devices,"Consulting wikis, encyclopaedias or other websites for learning purposes",Consumers,Content taxes (e.g. video-streaming taxes),Corporate taxes,Cosmetics,Cost model depend on cost accounting data,Cost of Internet use is too high,Cost of service is too high,Cost of the equipment is too high,Countries having defined UAS,Countries with an operational Universal Service Fund (USF),Country access to international connectivity,Creating electronic presentations with presentation software,Credit card online,Criteria used in determining SMP,Cultural reasons,Cybersecurity legislation/regulation exist,DSL,Data services part of UAS definition,Data-only mobile broadband basket 5 GB,Debit card or electronic bank transfer online,Definition of competition,Delivery directly to the buyer using postal services,Desktop computer,Digital terrestrial TV (DTT),Direct-to-home (DTH) satellite services,Dispute resolution mechanisms,Dispute resolutions decisions published,Do not know how to use it,Do not need the Internet,Does the law establish a clear appointment process and selection criteria for the Head/Chairperson/Commissioners of the ICT Regulatory Authority?,Doing an online course,Domestic fixed long distance,Domestic fixed-to-fixed telephone traffic,Domestic mobile-telephone traffic,Don’t know what Internet is,Downloading software or applications,E-commerce providers,Entity approving regulatory decisions,Ethics rules in place at the ICT regulator,Ex ante obligations imposed on SMP operators,Existing Over-the-top (OTT) regulations,Existing regulations,Facility open to the public,Fault Resolution Period for Fixed Broadband Service,Female,Fibre,Financial products,Financing mechanisms for universal access,"Finding, downloading, installing and configuring software",Fixed Wireless Broadband,Fixed satellite services (FSS),Fixed services,Fixed-broadband Internet 5GB,Fixed-broadband Internet traffic,Fixed-broadband subscriptions,Fixed-broadband subscriptions for organizations,Fixed-telephone numbers ported,Fixed-telephone subscriptions,Fixed-telephone subscriptions that are residential ,Fixed-to-mobile telephone traffic,"Food, groceries, alcohol or tobacco",Foreign ICT service providers treated differently in terms of taxation,Frequency Table public,Full-time equivalent telecommunication employees ,Getting information about goods or services,Getting information from general government organizations,Have access to the Internet elsewhere,Household goods,Households with a TV,Households with a computer,Households with a radio,Households with telephone (fixed or mobile),ICT Operators / services providers,ICT Regulator collecting international mobile roaming retail tariff data,ICT Regulator collecting international mobile roaming wholesale tariff data,ICT Regulator has jurisdiction over OTTs,ICT Regulator responsible for e-Applications,ICT accessibility policies,ICT consumer protection legislation,ICT regulator have a cybersecurity mandate,ICT sector - Other issues,ICT sector - Relevant markets,ICT sector - Significant Market Power,ICT services (excluding software),Import duties,Import duties on handsets,Incoming international traffic to mobile network,Individuals using a computer,Individuals using a mobile cellular telephone,Individuals using a smart phone,Individuals using the Internet,Individuals who own a mobile cellular telephone,Individuals who own a smart telephone,Information on licensing agreements,Information on licensing process,Information on licensing requests,Information on spectrum publicly available,Infrastructure sharing for fixed services based on commercial agreement,Infrastructure sharing for fixed services practiced,Infrastructure sharing for mobile based on commercial agreement,Infrastructure sharing for mobile practiced,Interacting with general government organizations,International Gateways,International bandwidth usage,International fixed long distance,International incoming and outgoing fixed-telephone traffic,International incoming fixed-telephone traffic,International landing points,International mobile roaming services are part of the mobile package,International mobile roaming services available,International outgoing fixed-telephone traffic,Internet banking,Internet of Things (IoT) regulations,Internet service is available but it does not correspond to household needs,Internet service is not available in the area,Internet service providers (ISPs),Internet services,Internet-protocol TV (IPTV),Is the term of Head/Commissioners renewable?,Is there a billing framework to support charging mechanisms for IoT services and applications?,Jurisdiction over radio spectrum issues,"Lack of confidence, knowledge or skills",Lack of local content,Laptop computer,Leased Lines,Legal act that addresses foreign participation and ownership in ICTs,Legal instruments - Significant Market Power (SMP),Legal limit of the number of licences,Less than once a week,Listening to web radio,Lit/equipped international bandwidth capacity,Local fixed line services,Looking for a job or sending/submitting a job application,M2M mobile-network subscriptions,Making an appointment with a health practitioner via a website,Making calls using VoIP or messaging app,Male,Managing authority of USF,Means of financing operator’s UAS obligations,Measures applied to reduce the risk of bill shock,Medicine,Minimum capital requirement to obtain a licence,Mobile,Mobile Broadband,"Mobile broadband data and voice high-consumption basket total (140 min, 20 SMS, 5 GB)","Mobile broadband data and voice low-consumption basket total (70 min, 50 SMS, 1 GB)",Mobile money account,Mobile satellite services (MSS),Mobile services,Mobile-broadband Internet traffic (within the country),Mobile-cellular dropped call ratio,Mobile-cellular numbers ported ,Mobile-cellular subscriptions,Mobile-cellular subscriptions: Prepaid,Mobile-cellular unsuccessful call ratio,"Movies, short films or images",Municipal network initiatives,Music products,National Table of Frequency Allocations,"National development strategy, digital agenda or digital stimulus strategy incl. broadband",National regulation that mandates access to international facilities,No electricity in the household,Not allowed to use the Internet,Not interested,Number of Internet exchange points (IXPs),Number of Internet service providers (ISPs),Number of countries with which there is a country-level roaming agreement,Number of countries with which there is an operator-level roaming agreement,Number of geographic tariff zones,Number portability currently available to fixed subscribers,Number portability currently available to mobile subscribers,Number portability required from fixed operators,Number portability required from mobile operators,Online / electronic delivery by downloading,Online payment service,Operators under obligation to provide UAS,Organizational structure - Modalities of change,Organizational structure setting responsibilities,Other (e.g. bank check by post),Other entity responsible for e-Applications,Other reason,Other requirements to obtain a licence,Other services part of UAS definition,Outgoing mobile traffic to fixed networks,Outgoing mobile traffic to international,"Overlapping mandates in spectrum management, allocation and assignment",Overruling of regulatory decisions,Ownership fees,Packet Latency for Fixed Broadband,Packet Latency for Mobile Broadband,Participating in professional networks,Participating in social networks,Periodicity of review of the SMP status,"Photographic, telecommunications or optical equipment",Picked up from point of sale or service point,Portion of access costs to international connection in retail price,Prefer to shop in person,Prepaid gift card or online voucher,Price regulation of Bitstream access,Price regulation of OTT video,Price regulation of OTT voice and messaging,Price regulation of access to Internet exchange points (IXPs),Price regulation of access to international gateways,Price regulation of interconnection: fixed origination services,Price regulation of interconnection: fixed termination services,Price regulation of interconnection: mobile origination services,Price regulation of interconnection: mobile termination services,"Price regulation of international retail roaming services (voice, SMS)",Price regulation of international voice roaming,Price regulation of leased lines,Price regulation of line rental,Price regulation of national data transit,"Price regulation of national retail roaming services (voice, SMS)",Price regulation of national voice roaming,Price regulation of retail IPTV services,Price regulation of retail Internet access and data services,Price regulation of retail SMS,Price regulation of retail cable TV services,Price regulation of retail data roaming (Internet connection) services,Price regulation of retail international voice services,Price regulation of retail mobile TV services,Price regulation of retail mobile calling cards,Price regulation of retail national long distance voice services,Price regulation of retail satellite TV services,Price regulation of retail terrestrial TV services,Price regulation of retail voice services,Price regulation of unbundled local loop,Privacy concerns,Privacy or security concerns,Projects financed by USFs,Property taxes,Proportion of households with electricity,Provisions for foreign suppliers/licensees,Purchasing or ordering goods or services,Quality of service monitoring required,"Reading or downloading newspapers, magazines or books",Regionally harmonized frequency allocation,Regulatory decisions to be submitted for approval,Regulatory framework for dispute resolution,Regulatory framework for e-Applications,Regulatory incentives for telecom/ICT operators,Regulatory practice applied for retail international mobile roaming regulated prices,Regulatory practice applied for wholesale international mobile roaming prices,Regulatory treatment of foreign providers,Responsibility for consumer education,Responsibility for ensuring consumer participation in the work of regulator,Responsibility for handling consumer complaints,Responsibility for providing comparable tariff information,Responsibility for supporting consumer representation,Restriction to foreign participation or ownership in the ICT sector,Retail fixed broadband access service,"Retail fixed broadband applications, including content*",Retail fixed broadband services,Retail international mobile roaming prices regulated,Retail mobile broadband access service,Retail mobile broadband application including content*,Retail mobile broadband services,Revenue from all telecommunication services,Revenue from mobile networks,Review of competition frameworks,Review of the SMP status,Rural,SMS sent,Sanctions for non-conformance with QoS requirements applied,Sanctions for non-conformance with QoS requirements exist,Sector specific taxes,Security concerns,Seeking health information,Self-regulatory or commercial offers proposed by operators,Selling goods or services,Sending e-mails with attached files,Sending or receiving e-mail,Service activation time for fixed-broadband service,Service providers required to contribute to USF,Services subject to QoS monitoring,Setting up effective security measures to protect devices and accounts,Significant reforms planned on IoT/M2M ,Specific regulations,Specific requirements to operators and service providers,Spectrum agency,Spectrum or license fees subject to value-added taxes (VAT),Status of the main fixed-line operator/incumbent 100% state-owned,Steps used to optimize costs of international connectivity,"Streaming, playing or downloading games, images, movies, videos or music",Subscriptions to fixed-broadband and fixed-telephone bundles,"Subscriptions to fixed-broadband, fixed-telephone and pay-TV bundles",Tablet,Taking part in online consultations or voting to define civic or political issues,"Taxation of virtual currencies (crypto currency, crypto-assets)? ",Technical concerns,Telecom service providers allowed to offer geographically differentiated broadband services,Tickets or bookings for entertainment events,Timeframe for resolving disputes,Total international incoming telephone traffic,Total international outgoing telephone traffic,Total international telephone traffic,Total population,Traditional retail mobile services,Traditional retail services,Transferring files between a computer and other devices,Travel products (e.g. tickets or bookings),Trust concerns,Type of connection to international transit,Types of operating licenses/authorizations provided,USF financing,Universal Access/Service (UAS) policy,Uploading self/user-created content to a website to be shared,Urban,Using basic arithmetic formula in a spreadsheet,Using copy and paste tools within a document,Using services related to travel or travel-related accommodation,"Using software run over the Internet for editing text documents, spreadsheets or presentations","Using storage space on the Internet to save documents, pictures, music, video or other files",VSAT,Value-added taxes (VAT),Verifying the reliability of information found online,VoIP subscriptions,Voice services part of UAS definition,Watching web television,What are the reasons for removal?,What is the normal period of appointment for the members and the Head of the Regulatory Authority?,"While commuting, in transport or walking",Who appoints the members and the Head?,Who has the power to remove the Head/ Commissioners?,Who regulates issues related to the Internet of Things?,Wholesale fixed broadband access service,Wholesale fixed broadband service offered to retail service providers,Wholesale international mobile roaming prices regulated,Wholesale mobile broadband access service,Wholesale mobile broadband services offered to retail service providers,Wireless Local Loop,Writing a computer program using a programming language
2000,,,,,,,,,,,,,,,,,,,,,,,89709071.7299578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491303.0,,,,,,16098.0,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,0.0710394230507683,,,,,,,,,,,,,16.0,,217207516.0,173292576.0,,,,43914940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000.0,48000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356942846.183353,88300728.8070579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134544304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,69951621.5731948,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564880.0,,,,,,19814.0,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,0.129807973947512,,,,,,,,,,,,,40.0,,279549305.0,235990284.0,,,,43559021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520000.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365633399.032431,131768500.268769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136805810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,80065641.7343237,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605931.0,,,,,,,,,,,,0.816784043,,2.3,,,,,,,,,,,,,,,,,,,0.13992028850905,,,,,,,,,,,,,43.0,,394774555.0,355504881.0,,,,39269674.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075000.0,681890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519467956.469166,250423216.444982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138933658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742048.0,,,,,,,,,,,,1.0,,2.8,,,,,,,,,,,,,,,,,,,0.163877665498048,,,,,,,,,,,,,50.0,,640600000.0,564000000.0,,,,76600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365000.0,1160415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582665520.206363,301599312.123818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140970351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830950.0,,,,,,,,,,,,1.2,,4.8,,,,,,,,,,,,,,,,,,,0.199036333744363,,,,,,,,,,,,,60.0,,653611366.0,551037557.0,,,,102573809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2781560.0,2216655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840194925.222652,560880524.281633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142902856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070000.0,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,0.241600007,,,,,,,,,,,,,60.0,,785259744.0,566577975.0,,,,218681769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144715786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134000.0,,,,,,,,,,,,1.633333333,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,348.0,,1005202395.0,770879014.0,,,,234323381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19130983.0,13391688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146405973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43710.0,,,1186919.0,,,,,,,,,,,,1.905555556,,,,,,,,,,,,,,,,,,,,,1.799999952,,,,,,,,,,,,,642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34370000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147989278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,,,1344456.0,,,,,,,,,,,,2.23886042,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,1860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149474264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,4273.0,,,,,,,,,,,,,,,,18640181782.0,1715740076.92187,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96148042987.0,,,,,,,,,,,,,,,,,,,,,316699.0,,,1234895.0,1.32967799430734,,,,,320000.0,,,,,,2.63,,,,,,,,,,,,,,,,,5779417886.0,,,,3.099999905,,,,,,,,,,,,,4500.0,,3175000000.0,3100000000.0,,,,75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,51359315.0,49903124.0,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218253466.0,303044109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5414313068.3635,3729128743.78231,,,,3753739633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8879417886.0,378044109.0,9257461995.0,150873714.0,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,
2010,,,,,,45593.0,,,,,,,,,,,,,,,,43389719042.0,261816607.703629,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124028097094.0,,,,,,,,,,,,,,,,,,,,,414569.0,,,1280782.0,1.37327361266235,,,,,470000.0,,,,,,3.01,,,,,,,,,,,,,,,,,12935703826.0,,,,3.700000048,,,,,,,,,,,,,8000.0,,4110000000.0,4000000000.0,,,,110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,67923887.0,66290653.0,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445474119.0,279959626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6560284689.38197,3539356450.02662,,,,2348497295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16935703826.0,389959626.0,17325663452.0,152201981.0,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,
